ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Mobile_ph,Work_ph,ph,Email_Id,Occupation_Type,Family_Members,Age,Work_Experience,Outcome
1394,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Drivers,1,51,4.378082192,0
1395,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,60,0,0
1396,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,57,4.336986301,0
1397,F,Y,Y,0,380250,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,47,19.90136986,0
1398,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,3,32,1.468493151,0
1399,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,40,12.51506849,0
1400,F,N,N,1,112500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Accountants,2,55,3.597260274,0
1401,F,N,Y,1,270000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,39,6.882191781,0
1402,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,40,16.13972603,0
1403,M,Y,N,2,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,50,15.54246575,0
1404,M,Y,Y,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,2,57,0,0
1405,F,N,Y,0,189000,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,Drivers,1,62,0,0
1406,F,Y,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,38,9.260273973,0
1407,F,Y,Y,0,380250,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,0,High skill tech staff,2,51,10.80547945,0
1408,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,1,0,1,0,Managers,2,41,10.0109589,0
1409,F,N,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,37,15.03561644,0
1410,F,N,Y,1,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,53,0,0
1411,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,59,0,0
1412,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,52,0.468493151,0
1413,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Waiters/barmen staff,2,42,4.934246575,0
1414,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2,42,3.468493151,0
1415,F,Y,Y,0,157500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Private service staff,1,43.06406718,3.117808219,0
1416,F,Y,Y,0,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,34,10.80547945,0
1417,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,57,0,0
1418,F,N,N,0,180000,Working,Incomplete higher,Widow,House / apartment,1,1,1,0,Core staff,1,54,5.197260274,0
1419,F,N,N,0,112500,Pensioner,Secondary / secondary special,Separated,Municipal apartment,1,0,0,0,Drivers,1,59,0,0
1420,F,N,Y,0,247500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,33,8.164383562,0
1421,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,63,0,0
1422,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,50,7.660273973,0
1423,F,N,Y,0,67500,Pensioner,Lower secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,61,0,0
1424,M,Y,Y,0,337500,Working,Higher education,Married,With parents,1,0,0,0,Laborers,2,29,3.219178082,0
1425,F,N,Y,1,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,3,35,9.120547945,0
1426,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Drivers,1,60,0,0
1427,F,N,N,1,157500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,3,30,4.331506849,0
1428,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,51,19.97191781,0
1429,M,Y,N,2,135000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,4,38,17.96712329,0
1430,M,Y,Y,0,380250,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,2,52,12.14794521,0
1431,F,N,N,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Sales staff,2,33,0.575342466,0
1432,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Security staff,3,38,8.306849315,0
1433,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,31,6.545205479,0
1434,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,25,0.380821918,0
1435,M,Y,Y,0,180000,Working,Higher education,Married,With parents,1,0,0,0,Laborers,2,30,4.019178082,0
1436,F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,2,31,6.345205479,0
1437,M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,67,0,0
1438,F,N,N,0,81000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Private service staff,1,49,1.032876712,0
1439,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Accountants,2,49,19.97191781,0
1440,M,N,N,0,270000,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Laborers,2,32,1.704109589,0
1441,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,34,7.638356164,0
1442,M,Y,Y,2,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,4,36,10.04931507,0
1443,F,N,Y,0,225000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,2,54,6.410958904,0
1444,F,N,N,2,157500,State servant,Higher education,Married,House / apartment,1,0,0,0,Medicine staff,4,35,14.64383562,0
1445,F,Y,N,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,High skill tech staff,1,54,19.97191781,0
1446,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,35.93002571,2.515068493,0
1447,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Secretaries,1,62,11.55890411,0
1448,M,Y,N,1,247500,Working,Higher education,Married,House / apartment,1,1,0,1,Core staff,3,25,0.531506849,0
1449,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,38,8.246575342,0
1450,M,Y,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,63,0,0
1451,F,N,N,2,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,42,9.523287671,0
1452,F,N,N,0,99000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Core staff,1,45,1.01369863,0
1453,M,N,Y,1,112500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,38,0.635616438,0
1454,F,Y,Y,0,247500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,32,0.780821918,0
1455,M,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,3,44,5.463013699,0
1456,F,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,56,0,0
1457,M,Y,Y,0,380250,Working,Higher education,Married,House / apartment,1,1,0,1,Sales staff,2,32,5.01369863,0
1458,M,Y,Y,0,247500,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,35,7.147945205,0
1459,F,N,Y,0,171000,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,50,10.55616438,0
1460,F,Y,Y,2,180000,Commercial associate,Higher education,Married,House / apartment,1,0,1,1,Medicine staff,4,32,7.852054795,0
1461,M,Y,N,0,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,40,2.8,0
1462,F,N,Y,0,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,40,6.638356164,0
1463,F,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,31,6.97260274,0
1464,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,59,0,0
1465,M,Y,Y,0,83250,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,High skill tech staff,2,56,17.06849315,0
1466,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Security staff,3,41,0.284931507,0
1467,M,Y,Y,0,380250,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Sales staff,1,30,1.610958904,0
1468,M,Y,Y,0,135000,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2,27,5.112328767,0
1469,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,48,7.208219178,0
1470,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,34,1.005479452,0
1471,M,Y,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,34,2.347945205,0
1472,F,Y,Y,2,216000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,35,13.3890411,0
1473,M,N,Y,0,114750,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,1,58,0,0
1474,F,N,Y,2,99000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Accountants,4,35,1.18630137,0
1475,F,N,Y,0,47250,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,High skill tech staff,2,59,0,0
1476,F,N,N,0,49500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,65,0,0
1477,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,1,48,5.216438356,0
1478,F,Y,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,3,47,2.2,0
1479,F,N,N,0,380250,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,30,9.208219178,0
1480,M,N,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,59,4.164383562,0
1481,M,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,66,0,0
1482,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,31,6.545205479,0
1483,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,High skill tech staff,1,66,0,0
1484,F,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,2,33,4.008219178,0
1485,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,63,0,0
1486,M,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,50,14.12328767,0
1487,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2,46,1.950684932,0
1488,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,39,8.893150685,0
1489,M,N,N,0,202500,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,35,13.71506849,0
1490,M,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Sales staff,2,27,8.2,0
1491,M,N,Y,0,180000,Working,Lower secondary,Civil marriage,House / apartment,1,0,0,0,Managers,2,36,6.002739726,0
1492,F,Y,N,1,108000,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Sales staff,3,44,1.180821918,0
1493,F,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,57,2.915068493,0
1494,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,27,2.268493151,0
1495,F,N,Y,0,380250,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,48,13.35342466,0
1496,M,N,Y,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,Laborers,1,25,3.334246575,0
1497,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,63,0,0
1498,F,N,Y,1,135000,Working,Academic degree,Civil marriage,House / apartment,1,0,1,0,Drivers,3,48,19.97191781,0
1499,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,67,0,0
1500,F,N,Y,1,135000,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Managers,3,28,7.167123288,0
1501,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,63,0,0
1502,F,N,N,0,45000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Medicine staff,2,38,14.61369863,0
1503,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,43,1.673972603,0
1504,M,N,Y,1,198000,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Managers,2,26,0.383561644,0
1505,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,1,0,0,1,Core staff,2,60,14.28767123,0
1506,F,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,41,1.2,0
1507,F,N,Y,2,207000,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Drivers,4,42,1.263013699,0
1508,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,60,0,0
1509,F,Y,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,High skill tech staff,1,56,0,0
1510,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,36,4.769863014,0
1511,F,N,Y,0,216000,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,56,0,0
1512,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,28,6.939726027,0
1513,F,N,N,0,94500,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,25,2.624657534,0
1514,F,N,N,0,69750,Pensioner,Secondary / secondary special,Widow,Municipal apartment,1,0,1,0,High skill tech staff,1,60,0,0
1515,F,N,N,1,103500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,32,3.263013699,0
1516,M,Y,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,38,8.479452055,0
1517,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,1,1,0,0,Core staff,2,31,2.246575342,0
1518,F,N,N,0,67500,Working,Secondary / secondary special,Married,With parents,1,1,1,0,Cooking staff,2,44,7.745205479,0
1519,F,N,Y,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,4,36,10.11780822,0
1520,M,N,Y,0,157500,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Medicine staff,2,37,1.24109589,0
1521,M,N,Y,0,270000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,33,6.197260274,0
1522,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,3,51,4.035616438,0
1523,M,Y,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,1,24,0.534246575,0
1524,F,Y,Y,1,126000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,26,0.430136986,0
1525,F,Y,Y,0,175500,Pensioner,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2,60,0,0
1526,M,N,N,1,148500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,37,0.298630137,0
1527,F,Y,N,0,126000,State servant,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Core staff,1,33,14.2630137,0
1528,F,Y,Y,2,180000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Medicine staff,4,34,16.06027397,0
1529,M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,Sales staff,1,29,5.895890411,0
1530,M,N,Y,1,126000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Managers,3,35,5.767123288,0
1531,F,N,N,0,157500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,1,66,0,0
1532,M,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,2,42,3.287671233,0
1533,M,Y,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,38,5.180821918,0
1534,M,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,49,9.523287671,0
1535,F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,55,12.77260274,0
1536,F,Y,N,0,112500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,30,1.8,0
